0 8.23749e+08
0 8.36967e+08
1 8.46373e+08
2 8.50273e+08
3 8.50814e+08
4 8.51132e+08
5 8.51931e+08
6 8.52333e+08
7 8.52493e+08
7 8.52523e+08
8 8.52523e+08
9 8.52729e+08
9 8.52731e+08
10 8.52799e+08
11 8.5284e+08
12 8.52863e+08
