1,6.35978e+08
2,6.36014e+08
3,6.36026e+08
4,6.36084e+08
5,6.36143e+08
6,6.36258e+08
7,6.36307e+08
8,6.36309e+08
9,6.3632e+08
10,6.36332e+08
11,6.36332e+08
12,6.36574e+08
13,6.36703e+08
14,6.36711e+08
15,6.36711e+08
16,6.36711e+08
17,6.36746e+08
18,6.36846e+08
19,6.37018e+08
20,6.3707e+08
21,6.37084e+08
22,6.37095e+08
23,6.37115e+08
24,6.37145e+08
25,6.37275e+08
26,6.37283e+08
27,6.37297e+08
28,6.37375e+08
29,6.37409e+08
30,6.37485e+08
31,6.37518e+08
32,6.37565e+08
33,6.37565e+08
34,6.37586e+08
35,6.37674e+08
36,6.37709e+08
37,6.37786e+08
38,6.37799e+08
39,6.37799e+08
40,6.37804e+08
41,6.37824e+08
42,6.37824e+08
43,6.37824e+08
44,6.37901e+08
45,6.37901e+08
46,6.37901e+08
47,6.37908e+08
48,6.3793e+08
49,6.37937e+08
50,6.37963e+08
51,6.37994e+08
52,6.38043e+08
53,6.38049e+08
54,6.38059e+08
55,6.38112e+08
56,6.38112e+08
57,6.38131e+08
58,6.38154e+08
59,6.38154e+08
60,6.3819e+08
61,6.38291e+08
62,6.38308e+08
63,6.38435e+08
64,6.38435e+08
65,6.38435e+08
66,6.38435e+08
67,6.38435e+08
68,6.38435e+08
69,6.38485e+08
70,6.38779e+08
71,6.39278e+08
72,6.39286e+08
73,6.3932e+08
74,6.39321e+08
75,6.39335e+08
76,6.39374e+08
77,6.39374e+08
78,6.39378e+08
79,6.39378e+08
80,6.39409e+08
81,6.39418e+08
82,6.39435e+08
83,6.39438e+08
84,6.39465e+08
85,6.39472e+08
86,6.39513e+08
87,6.39538e+08
88,6.39538e+08
89,6.39655e+08
90,6.39655e+08
91,6.39666e+08
92,6.39711e+08
93,6.39734e+08
94,6.39741e+08
95,6.39743e+08
96,6.39761e+08
97,6.39761e+08
98,6.39765e+08
99,6.39818e+08
100,6.39843e+08
101,6.39847e+08
102,6.39861e+08
103,6.39901e+08
104,6.39901e+08
105,6.3994e+08
106,6.39964e+08
107,6.40005e+08
108,6.40006e+08
109,6.40014e+08
110,6.40042e+08
111,6.40053e+08
112,6.40059e+08
113,6.40059e+08
114,6.40071e+08
115,6.40083e+08
116,6.40088e+08
117,6.40098e+08
118,6.40213e+08
119,6.40274e+08
120,6.40274e+08
121,6.40356e+08
122,6.40372e+08
123,6.40426e+08
124,6.40426e+08
125,6.40426e+08
126,6.40442e+08
127,6.40462e+08
128,6.40462e+08
129,6.40463e+08
130,6.40466e+08
131,6.40469e+08
132,6.4048e+08
133,6.40488e+08
134,6.40494e+08
135,6.40497e+08
136,6.40634e+08
137,6.40634e+08
138,6.40649e+08
139,6.40649e+08
140,6.40656e+08
141,6.4066e+08
142,6.4068e+08
143,6.4068e+08
144,6.40785e+08
145,6.40785e+08
146,6.40785e+08
