Run info,Date,Time,Instance,Best obj,Wall time,CPU time,Num merges,Num splits,Split factor,Num swaps,Pop size,Max subswaps,Swap pop,Same count terminate,End iter

 **************** STARTING RUN **************** 
          Sat 21 Dec 05:03:49 AEDT 2019
 ********************************************** 

###### TESTSET: NEWMAN1 ######

,2019-12-23,01:52:59,marvin,8.54037e+08,8713,26966.9,100,500,5,1,1,100,2000,1000,10,1,62

###### TESTSET: ZUCK_MEDIUM ######

,2019-12-23,02:15:35,Zuck_medium,6.51038e+08,1352,4245.84,100,500,5,1,1,100,2000,1000,10,1,5
,2019-12-23,02:28:19,Zuck_medium,6.45062e+08,761,2252.04,100,500,5,1,1,100,2000,1000,10,1,4

###### TESTSET: KD ######

,2019-12-23,04:54:22,KD,4.07335e+08,8761,24392.9,100,500,5,1,1,100,2000,1000,10,1,73
,2019-12-23,07:41:21,KD,4.07354e+08,10017,29092,100,500,5,1,1,100,2000,1000,10,1,85

###### TESTSET: ZUCK_LARGE ######

,2019-12-23,08:04:15,Zuck_large,5.34206e+07,1372,3208.27,100,500,5,1,1,100,2000,1000,10,1,5
 
 **************** FINISHED RUN **************** 
          Mon 23 Dec 08:13:37 AEDT 2019
 ********************************************** 
 
 
 **************** STARTING RUN **************** 
          Mon 23 Dec 14:26:42 AEDT 2019
 ********************************************** 

###### TESTSET: ZUCK_LARGE ######

,2019-12-23,15:41:38,Zuck_large,5.39399e+07,4495,9860.16,200,500,4,1,1,100,250,1000,10,0,200
,2019-12-23,18:15:39,Zuck_large,5.43876e+07,9240,20280.4,500,500,2,1,1,100,250,1000,10,1,360

###### TESTSET: ZUCK_SMALL ######

,2019-12-23,18:44:36,Zuck_small,8.38613e+08,1736,5201.39,500,500,2,1,1,100,250,1000,10,1,44
 
 **************** STARTING RUN **************** 
          Mon 23 Dec 18:55:55 AEDT 2019
 ********************************************** 

###### TESTSET: ZUCK_LARGE ######

,2019-12-23,22:32:15,Zuck_large,5.44796e+07,12697,26136.9,500,500,5,1,1,100,250,1000,10,1,5 

 
 **************** STARTING RUN **************** 
          Tue 24 Dec 02:41:04 AEDT 2019
 ********************************************** 

###### TESTSET: ZUCK_LARGE ######

,2019-12-24,10:40:12,Zuck_large,5.50676e+07,28748,75539,500,500,3,1,1,100,400,1000,10,0,500
 
 
 **************** STARTING RUN **************** 
          Tue 24 Dec 13:03:35 AEDT 2019
 ********************************************** 

###### TESTSET: ZUCK_LARGE ######

,2019-12-25,02:13:24,Zuck_large,5.59245e+07,47288,132935,500,500,4,1,1,100,500,1000,10,0,500

