Run info,Date,Time,Instance,Best obj,Wall time,CPU time,MIP time,Std Dev

,,,Newman1,23483671,,,,
,,,Zuck_small,788652600,,,,
,,,KD,396858193,,,,
,,,Zuck_medium,615411415,,,,
,,,marvin,820726048,,,,
,,,Zuck_large,56777190,,,,
