0 6.35961e+08
1 6.43266e+08
2 6.47068e+08
3 6.48463e+08
4 6.49298e+08
5 6.50792e+08
6 6.5212e+08
7 6.5279e+08
8 6.53818e+08
9 6.54412e+08
10 6.54726e+08
11 6.55039e+08
12 6.55294e+08
13 6.55444e+08
14 6.55573e+08
15 6.55753e+08
16 6.55928e+08
17 6.56072e+08
18 6.5622e+08
19 6.56319e+08
20 6.56458e+08
21 6.56556e+08
22 6.56669e+08
23 6.56702e+08
24 6.56795e+08
25 6.56896e+08
26 6.56958e+08
27 6.57037e+08
28 6.57076e+08
29 6.57169e+08
30 6.57306e+08
31 6.57337e+08
32 6.57428e+08
33 6.57471e+08
34 6.57471e+08
35 6.57526e+08
36 6.57553e+08
37 6.57622e+08
38 6.57622e+08
39 6.57664e+08
40 6.57723e+08
41 6.57723e+08
42 6.57723e+08
43 6.57723e+08
44 6.57723e+08
45 6.57723e+08
46 6.57723e+08
47 6.5776e+08
48 6.57789e+08
49 6.57789e+08
50 6.57789e+08
51 6.57838e+08
52 6.57838e+08
53 6.57838e+08
54 6.57883e+08
55 6.57896e+08
56 6.57901e+08
57 6.57905e+08
58 6.57905e+08
59 6.5791e+08
60 6.57919e+08
61 6.57922e+08
62 6.57922e+08
63 6.57924e+08
64 6.57924e+08
65 6.57924e+08
66 6.57924e+08
67 6.5794e+08
68 6.57942e+08
69 6.57942e+08
70 6.57968e+08
71 6.58018e+08
72 6.58018e+08
73 6.58018e+08
74 6.58018e+08
75 6.58018e+08
76 6.58018e+08
77 6.58018e+08
78 6.58019e+08
79 6.58019e+08
80 6.58057e+08
81 6.58057e+08
82 6.58073e+08
83 6.58073e+08
84 6.58101e+08
85 6.58101e+08
86 6.58101e+08
87 6.58101e+08
88 6.58101e+08
89 6.58101e+08
90 6.58101e+08
91 6.58101e+08
92 6.58101e+08
93 6.58101e+08
94 6.58101e+08
95 6.58101e+08
96 6.58101e+08
97 6.58101e+08
98 6.58101e+08
99 6.58101e+08
100 6.58153e+08
101 6.58153e+08
102 6.58153e+08
103 6.58153e+08
104 6.58153e+08
105 6.58153e+08
106 6.58153e+08
107 6.58153e+08
108 6.58153e+08
109 6.58153e+08
110 6.58153e+08
111 6.58153e+08
112 6.58153e+08
113 6.58153e+08
114 6.58153e+08
115 6.58153e+08
116 6.58153e+08
117 6.58153e+08
118 6.58153e+08
119 6.58154e+08
120 6.58154e+08
