PARALLEL MERGE - SEED 3
SA_ALPHA,SA_T_MIN,SA_ITER,FULL_RUNS,MERGE_POP_SIZE,NUM_ITER,ITER_INCR
0.97,0.5,1,1,2000,10,0
8.04429e+08
8.04429e+08
8.04429e+08
8.0445e+08
8.04429e+08
8.04449e+08
8.04429e+08
8.04503e+08
8.0445e+08
8.0445e+08
8.0445e+08
8.0452e+08
8.04503e+08
8.04556e+08
8.04503e+08
8.0452e+08
8.0452e+08
8.04681e+08
8.04618e+08
8.04556e+08
8.04556e+08
8.04742e+08
8.04681e+08
8.04681e+08
8.04742e+08
8.04697e+08
8.04742e+08
8.04742e+08
8.04781e+08
8.04742e+08
8.04797e+08
8.04742e+08
8.04803e+08
8.04803e+08
8.04781e+08
8.0485e+08
8.04797e+08
8.04854e+08
8.04803e+08
8.0485e+08
8.0485e+08
8.04854e+08
8.04869e+08
8.04875e+08
8.04874e+08
8.04871e+08
8.04869e+08
8.04914e+08
8.04875e+08
8.04875e+08
8.04875e+08
8.04914e+08
8.04914e+08
8.04932e+08
8.04914e+08
8.04965e+08
8.04914e+08
8.04932e+08
8.04986e+08
8.04932e+08
8.05002e+08
8.04986e+08
8.04986e+08
8.04965e+08
8.05002e+08
8.05036e+08
8.05117e+08
8.05022e+08
8.05002e+08
8.05047e+08
8.05117e+08
8.05189e+08
8.05117e+08
8.05117e+08
8.05117e+08
8.05233e+08
8.05189e+08
8.05233e+08
8.05189e+08
8.05189e+08
8.05233e+08
8.05252e+08
8.05233e+08
8.05254e+08
8.05233e+08
8.05252e+08
8.05252e+08
8.0528e+08
8.05305e+08
8.05307e+08
8.05271e+08
8.05334e+08
8.0532e+08
8.05372e+08
8.05307e+08
8.05334e+08
8.05385e+08
8.05372e+08
8.05372e+08
8.05334e+08
8.05434e+08
8.05385e+08
8.05407e+08
8.05403e+08
8.05434e+08
8.05434e+08
8.05456e+08
8.05434e+08
8.05434e+08
8.0547e+08
8.05508e+08
8.05489e+08
8.05561e+08
8.0547e+08
8.0547e+08
8.05524e+08
8.05561e+08
8.05561e+08
8.05561e+08
8.05561e+08
8.05561e+08
8.05616e+08
8.05561e+08
8.05561e+08
8.05561e+08
8.05616e+08
8.05616e+08
8.05643e+08
8.05616e+08
8.05704e+08
8.05616e+08
8.05633e+08
8.05643e+08
8.05704e+08
8.05704e+08
8.05719e+08
8.05704e+08
8.05704e+08
8.05704e+08
8.05719e+08
8.05719e+08
8.05738e+08
8.05719e+08
8.05719e+08
8.05732e+08
8.05772e+08
8.05738e+08
8.05738e+08
8.05738e+08
8.05772e+08
8.05783e+08
8.05772e+08
8.05789e+08
8.05783e+08
8.05789e+08
8.05836e+08
8.05816e+08
8.05789e+08
8.05826e+08
8.05881e+08
8.05836e+08
8.05836e+08
8.05836e+08
8.05881e+08
8.05897e+08
8.05881e+08
8.05881e+08
8.05917e+08
8.05977e+08
8.05977e+08
8.05898e+08
8.05917e+08
8.05977e+08
8.05977e+08
8.06004e+08
8.05977e+08
8.05977e+08
8.05977e+08
8.06118e+08
8.06004e+08
8.06004e+08
8.06017e+08
8.06118e+08
8.06149e+08
8.06118e+08
8.06155e+08
8.06118e+08
8.06165e+08
8.06155e+08
8.06149e+08
8.06149e+08
8.06184e+08
8.06165e+08
8.06181e+08
8.06165e+08
8.06184e+08
8.06184e+08
8.06202e+08
8.062e+08
8.06184e+08
8.06202e+08
8.06236e+08
8.06215e+08
8.06219e+08
8.0622e+08
8.06251e+08
8.06251e+08
8.06236e+08
8.06264e+08
8.06236e+08
8.06251e+08
8.0627e+08
8.06264e+08
8.06264e+08
8.06282e+08
8.0627e+08
8.0627e+08
8.05552e+08
8.0627e+08
8.06282e+08
8.06334e+08
8.06341e+08
8.06328e+08
8.06341e+08
8.063e+08
8.06341e+08
8.06386e+08
8.06367e+08
8.06341e+08
8.06341e+08
8.06386e+08
8.06412e+08
8.06389e+08
8.06386e+08
8.06472e+08
8.06399e+08
8.06412e+08
8.0643e+08
8.0649e+08
8.06472e+08
8.06523e+08
8.06569e+08
8.06472e+08
8.0649e+08
8.06523e+08
8.06595e+08
8.06569e+08
8.06615e+08
8.06569e+08
8.06655e+08
8.06615e+08
8.06146e+08
8.06595e+08
8.06456e+08
8.06713e+08
8.06655e+08
8.06672e+08
8.06708e+08
8.0668e+08
8.06729e+08
8.06713e+08
8.06737e+08
8.06713e+08
8.06875e+08
8.06737e+08
8.06729e+08
8.06875e+08
8.06755e+08
8.06875e+08
8.06875e+08
8.06875e+08
8.06882e+08
8.06875e+08
8.06875e+08
8.06875e+08
8.06882e+08
8.06952e+08
8.06952e+08
8.06896e+08
8.06882e+08
8.06896e+08
8.06896e+08
8.06896e+08
8.06896e+08
8.06896e+08
8.06896e+08
8.06947e+08
8.06899e+08
8.06896e+08
8.06896e+08
8.06947e+08
8.06899e+08
8.06899e+08
8.06971e+08
8.06899e+08
8.06947e+08
8.06964e+08
8.06971e+08
8.07e+08
8.06971e+08
8.06982e+08
8.06971e+08
8.07e+08
8.07e+08
8.07016e+08
8.07012e+08
8.0701e+08
8.07066e+08
8.07016e+08
8.07012e+08
8.07029e+08
8.07066e+08
8.0712e+08
8.07129e+08
8.07066e+08
8.07109e+08
8.07129e+08
8.07129e+08
8.0712e+08
8.0715e+08
8.07129e+08
8.07129e+08
8.07129e+08
8.07267e+08
8.07203e+08
8.0715e+08
8.07227e+08
8.07267e+08
8.07203e+08
8.07263e+08
8.0722e+08
8.07384e+08
8.07267e+08
8.07242e+08
8.07267e+08
8.07384e+08
