0 8.23749e+08
1 8.46942e+08
2 8.50608e+08
3 8.51293e+08
4 8.51762e+08
5 8.52429e+08
6 8.52711e+08
7 8.52787e+08
8 8.52955e+08
9 8.53024e+08
10 8.53311e+08
11 8.53339e+08
12 8.53442e+08
13 8.53478e+08
14 8.535e+08
15 8.53503e+08
16 8.53504e+08
17 8.53574e+08
18 8.53582e+08
19 8.53588e+08
20 8.53592e+08
21 8.53595e+08
22 8.53595e+08
23 8.53596e+08
24 8.53598e+08
25 8.53599e+08
26 8.53602e+08
27 8.53608e+08
28 8.53707e+08
29 8.53739e+08
30 8.53747e+08
31 8.53764e+08
32 8.53773e+08
33 8.53775e+08
34 8.53827e+08
35 8.5383e+08
36 8.53859e+08
37 8.53859e+08
38 8.53859e+08
39 8.5386e+08
40 8.5386e+08
41 8.5386e+08
42 8.5386e+08
43 8.5386e+08
44 8.53862e+08
45 8.53862e+08
46 8.53862e+08
47 8.53862e+08
48 8.53862e+08
49 8.53862e+08
50 8.53862e+08
51 8.53863e+08
52 8.53864e+08
53 8.53864e+08
54 8.53873e+08
55 8.53873e+08
56 8.53873e+08
57 8.53873e+08
58 8.53873e+08
59 8.53873e+08
60 8.53873e+08
61 8.53873e+08
62 8.53873e+08
63 8.53873e+08
64 8.53875e+08
65 8.53877e+08
66 8.53877e+08
67 8.53877e+08
68 8.53877e+08
69 8.53877e+08
70 8.53877e+08
71 8.53877e+08
72 8.53877e+08
73 8.53877e+08
74 8.53877e+08
