0 3.90111e+08
1 3.98956e+08
2 4.01515e+08
3 4.03186e+08
4 4.04584e+08
5 4.05548e+08
6 4.06099e+08
7 4.06519e+08
8 4.06775e+08
9 4.0693e+08
10 4.07014e+08
11 4.0705e+08
12 4.07078e+08
13 4.07103e+08
14 4.07122e+08
15 4.07139e+08
16 4.0715e+08
17 4.07162e+08
18 4.07198e+08
19 4.07214e+08
20 4.07227e+08
21 4.07241e+08
22 4.07248e+08
23 4.0726e+08
24 4.07267e+08
25 4.07277e+08
26 4.07282e+08
27 4.07297e+08
28 4.07303e+08
29 4.07305e+08
30 4.07306e+08
31 4.07309e+08
32 4.07311e+08
33 4.07312e+08
34 4.07314e+08
35 4.07317e+08
36 4.0732e+08
37 4.07323e+08
38 4.07323e+08
39 4.07326e+08
40 4.07327e+08
41 4.07328e+08
42 4.07328e+08
43 4.07328e+08
44 4.07329e+08
45 4.0733e+08
46 4.0733e+08
47 4.0733e+08
48 4.07331e+08
49 4.07331e+08
50 4.07331e+08
51 4.07331e+08
52 4.07332e+08
53 4.07334e+08
54 4.07335e+08
55 4.07335e+08
56 4.07335e+08
57 4.07336e+08
58 4.07336e+08
59 4.07337e+08
60 4.07339e+08
61 4.07342e+08
62 4.07342e+08
63 4.07342e+08
64 4.07342e+08
65 4.07346e+08
66 4.07349e+08
67 4.0735e+08
68 4.0735e+08
69 4.0735e+08
70 4.07351e+08
71 4.07351e+08
72 4.07351e+08
73 4.07351e+08
74 4.07352e+08
75 4.07353e+08
76 4.07353e+08
77 4.07353e+08
78 4.07353e+08
79 4.07353e+08
80 4.07353e+08
81 4.07354e+08
82 4.07354e+08
83 4.07354e+08
84 4.07354e+08
85 4.07354e+08
