0 8.23749e+08
1 8.48207e+08
2 8.50937e+08
3 8.51846e+08
4 8.53006e+08
5 8.53346e+08
6 8.53531e+08
7 8.53617e+08
8 8.53801e+08
9 8.53926e+08
10 8.53967e+08
11 8.5397e+08
12 8.53981e+08
13 8.53981e+08
14 8.53986e+08
15 8.53996e+08
16 8.54001e+08
17 8.54004e+08
18 8.54012e+08
19 8.54015e+08
20 8.54019e+08
21 8.54022e+08
22 8.54025e+08
23 8.54026e+08
24 8.54026e+08
25 8.54026e+08
26 8.54026e+08
27 8.54026e+08
28 8.54027e+08
29 8.54027e+08
30 8.54027e+08
31 8.54027e+08
32 8.54028e+08
33 8.5403e+08
34 8.54043e+08
