PARALLEL MERGE (BEST SOL)- SEED 3
SA_ALPHA,SA_T_MIN,SA_ITER,FULL_RUNS,MERGE_POP_SIZE,NUM_ITER,ITER_INCR
0.97,0.5,1,1,1000,20,0
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
3.8522e+08
