PARALLEL MERGE
SA_ALPHA,SA_T_MIN,SA_ITER,FULL_RUNS,MERGE_POP_SIZE,NUM_ITER,ITER_INCR
0.97,0.5,1,1,1000,20,0
3.90133e+08
3.90108e+08
3.90111e+08
3.90145e+08
3.90165e+08
3.90123e+08
3.90155e+08
3.90165e+08
3.90186e+08
3.90133e+08
3.90176e+08
3.90175e+08
,1000,20,0
3.90175e+08
,1000,20,0
3.90202e+08
3.90186e+08
3.90202e+08
3.90196e+08
3.90202e+08
3.90212e+08
3.90197e+08
3.90212e+08
3.90202e+08
3.90212e+08
3.90212e+08
3.90212e+08
3.90229e+08
3.90224e+08
3.90212e+08
3.90242e+08
3.90251e+08
3.90212e+08
3.90229e+08
3.90242e+08
3.90251e+08
3.90251e+08
3.90265e+08
3.90251e+08
3.90262e+08
3.90265e+08
3.90251e+08
3.90279e+08
3.90279e+08
3.90265e+08
3.90265e+08
3.90279e+08
3.90279e+08
3.90279e+08
3.90279e+08
3.90298e+08
3.90279e+08
3.90308e+08
3.90279e+08
3.90298e+08
3.90308e+08
3.90279e+08
3.90355e+08
3.90318e+08
3.90325e+08
3.90355e+08
3.90355e+08
3.90308e+08
3.90355e+08
3.90355e+08
3.90355e+08
3.90374e+08
3.90355e+08
3.90383e+08
3.90386e+08
3.90366e+08
3.90398e+08
3.90355e+08
3.90398e+08
3.90386e+08
3.90398e+08
3.90398e+08
3.90398e+08
3.90417e+08
3.90386e+08
3.90422e+08
3.90436e+08
3.90436e+08
3.90399e+08
3.90398e+08
3.90436e+08
3.90455e+08
3.90469e+08
3.90447e+08
3.90449e+08
3.90482e+08
3.90469e+08
3.90526e+08
3.90469e+08
3.90526e+08
3.90436e+08
3.90526e+08
3.90536e+08
3.90526e+08
3.90536e+08
3.90536e+08
3.90548e+08
3.90538e+08
3.90482e+08
3.90536e+08
3.90564e+08
3.9056e+08
3.9056e+08
3.90576e+08
3.90548e+08
3.90576e+08
3.90564e+08
3.90576e+08
3.90586e+08
3.90587e+08
3.90595e+08
3.90576e+08
3.90576e+08
3.90595e+08
3.90595e+08
3.90614e+08
3.90617e+08
3.90612e+08
3.90614e+08
3.90617e+08
3.90617e+08
3.90646e+08
3.90628e+08
3.90587e+08
3.90627e+08
3.90646e+08
3.90665e+08
3.90658e+08
3.90665e+08
3.90684e+08
3.90665e+08
3.90693e+08
3.90658e+08
3.90702e+08
3.90646e+08
3.90693e+08
3.90702e+08
3.90697e+08
3.90719e+08
3.90714e+08
3.90702e+08
3.90729e+08
3.90742e+08
3.90754e+08
3.90728e+08
3.90754e+08
3.90764e+08
3.90702e+08
3.90772e+08
3.90772e+08
3.9078e+08
3.90742e+08
3.9078e+08
3.90767e+08
3.90792e+08
3.90789e+08
3.90792e+08
3.90784e+08
3.90792e+08
3.90795e+08
3.90802e+08
3.90792e+08
3.90802e+08
3.90792e+08
3.90806e+08
3.90802e+08
3.90806e+08
3.90802e+08
3.90814e+08
3.90817e+08
3.90814e+08
3.90819e+08
3.90819e+08
3.90816e+08
3.90817e+08
3.90829e+08
3.90819e+08
3.90819e+08
3.90829e+08
3.90819e+08

3.90819e+08

3.9085e+08
3.90837e+08
3.90841e+08
3.9085e+08
3.9085e+08
3.9086e+08
3.90862e+08
3.90862e+08
3.9085e+08
3.90862e+08
3.90862e+08
3.90877e+08
3.9088e+08
3.90896e+08
3.90862e+08
3.9088e+08
3.9086e+08
3.90896e+08
3.90896e+08
3.90896e+08
3.90896e+08
3.90896e+08
3.90907e+08
3.90917e+08
3.90896e+08
3.90921e+08
3.90917e+08
3.90953e+08
3.90921e+08
3.9093e+08
3.90953e+08
3.90953e+08
3.90921e+08
3.90953e+08
3.90953e+08
3.90965e+08
3.90953e+08
3.90965e+08
3.90953e+08
3.90965e+08
3.90977e+08
3.90978e+08
3.90965e+08
3.90978e+08
3.90965e+08
3.90978e+08
3.90988e+08
3.91006e+08
3.90988e+08
3.91006e+08
3.90977e+08
3.90978e+08
3.91006e+08
3.91017e+08
3.91006e+08
3.91017e+08
3.91026e+08
3.91017e+08
3.91031e+08
3.91026e+08
3.91039e+08
3.91006e+08
3.91042e+08
3.91039e+08
3.9106e+08
3.91039e+08
3.9105e+08
3.9106e+08
3.9106e+08
3.91042e+08
3.91071e+08
3.9106e+08
3.9106e+08
3.91071e+08
3.91071e+08
3.91085e+08
3.91084e+08
3.9106e+08
3.91103e+08
3.91071e+08
3.91116e+08
3.91127e+08
3.91103e+08
3.91103e+08
3.91137e+08
3.91145e+08
3.91138e+08
3.91085e+08
3.91137e+08
3.91138e+08
3.91138e+08
3.91138e+08
3.91138e+08
3.91164e+08
3.91158e+08
3.91187e+08
3.91138e+08
3.9115e+08
3.91187e+08
3.91187e+08
3.91196e+08
3.91187e+08
3.91197e+08
3.91196e+08
3.91197e+08
3.91164e+08
3.91196e+08
3.91207e+08
3.91209e+08
3.91207e+08
3.91207e+08
3.91209e+08
3.91197e+08
3.91233e+08
3.91209e+08
3.91224e+08
3.91249e+08
3.91209e+08
3.91233e+08
3.9126e+08
3.91245e+08
3.9126e+08
3.91249e+08
3.91249e+08
3.9126e+08
3.9126e+08
3.9126e+08
3.9126e+08
3.91271e+08
3.91271e+08
3.91272e+08
3.91292e+08
3.91271e+08
3.9126e+08
3.91272e+08
3.91302e+08
3.91292e+08
3.91292e+08
3.9133e+088

1000,20,

3.9133e+088

1000,20,

3.91276e+08
3.91292e+08
3.9133e+08
3.9134e+08
3.9133e+08
3.91358e+08
3.91354e+08
3.91381e+08
3.9133e+08
3.9133e+08
