0 5.23372e+07
1 5.24094e+07
2 5.24713e+07
3 5.25337e+07
4 5.2591e+07
5 5.265e+07
6 5.27234e+07
7 5.27825e+07
8 5.28445e+07
9 5.29032e+07
9 5.29586e+07
10 5.30298e+07
10 5.30896e+07
11 5.31594e+07
12 5.32155e+07
13 5.32729e+07
14 5.33264e+07
15 5.33807e+07
16 5.34295e+07
17 5.34742e+07
18 5.35207e+07
19 5.35649e+07
